Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleis Nr.;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;ErfMandant;FID;1_koord;2_koord;BPUIC;lod
220;-0.026;BN;Bern;Mittelperron;12/13;13;24.48;P 55;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Beton;SBB;35330532;46.9504120958, 7.43951163544;46.9502288009,7.43933368349;8507000;http://lod.opentransportdata.swiss/didok/8507000
220;0.056;BN;Bern;Mittelperron;12/13;13;57.51;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;266737963;46.9498554899, 7.43881418982;46.9502288009,7.43933368349;8507000;http://lod.opentransportdata.swiss/didok/8507000
220;0.281;BN;Bern;Mittelperron;9/10;10 / 50;36.64;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;;SBB;267051144;46.9486860291, 7.43634807574;46.9485842438,7.43589032252;8507000;http://lod.opentransportdata.swiss/didok/8507000
220;0.316;BN;Bern;Mittelperron;49/50;10;374.7;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;242289352;46.9485842438, 7.43589032252;46.9482885365,7.43101880343;8507000;http://lod.opentransportdata.swiss/didok/8507000
220;3.294;BNST;Bern Stockacker;Hausperron;1;1;184.14;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35337612;46.9463641477, 7.40136340323;46.9464190133,7.39894610736;8504495;http://lod.opentransportdata.swiss/didok/8504495
220;5.202;BNB;Bern Brunnen Westside;Aussenperron;2;2;220.1;P 55;;nicht vorhanden;konstant;Fertigelement;Beton;Beton;;Gitterrost;BLS;35315063;46.9442972314, 7.37660735737;46.9436633307,7.37386886177;8516154;http://lod.opentransportdata.swiss/didok/8516154
220;11.324;ROSS;Rosshausern;Hausperron;2;2;220.19;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;124369082;46.9348623163, 7.29826626893;46.9340210515,7.29564856295;8504487;http://lod.opentransportdata.swiss/didok/8504487
220;22.134;KZB;Kerzers BLS;Aussenperron;4;4;61.57;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35314392;46.975162137, 7.19217414263;46.9756862135,7.19192415348;8516192;http://lod.opentransportdata.swiss/didok/8516192
220;26.335;MM;Muntschemier;Hausperron;1;1;219.94;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;212506262;46.9930039582, 7.14370039274;46.9935325004,7.14091434037;8504484;http://lod.opentransportdata.swiss/didok/8504484
223;1.584;NEVS;Neuchatel-Vauseyon;Aussenperron;1;;181.92;<=P20;;nicht vorhanden;konstant;Fertigelement;;Andere;Element prefabrique;Kein;SBB;35369498;46.9911622327, 6.91708304826;46.9905223966,6.91488233097;8504230;http://lod.opentransportdata.swiss/didok/8504230
223;4.241;CP;Corcelles-Peseux;Hausperron;1;;8.33;P 20;;nicht vorhanden;;Ortsbeton;;Naturstein;;Kein;SBB;272093804;46.9833319436, 6.88491347284;46.9833285353,6.88480404198;8504232;http://lod.opentransportdata.swiss/didok/8504232
224;16.929;GEC;Les Geneveys-sur-Coffrane;Hausperron;1;1;24.01;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;;SBB;169297568;47.0153571928, 6.85340814436;47.0155670215,6.85348281774;8504236;http://lod.opentransportdata.swiss/didok/8504236
224;20.905;HGV;Les Hauts-Geneveys;Hausperron;1;1;19.79;P 20;;nicht vorhanden;konstant;Fertigelement;;Andere;;Kein;SBB;35346405;47.0465451402, 6.87408127482;47.0466988067,6.87421281829;8504237;http://lod.opentransportdata.swiss/didok/8504237
224;21.075;HGV;Les Hauts-Geneveys;Hausperron;1;1;20.58;P 20;;nicht vorhanden;konstant;Fertigelement;;Andere;Granit;Kein;SBB;35355524;47.0478688208, 6.87519433168;47.0480337143,6.8753171829;8504237;http://lod.opentransportdata.swiss/didok/8504237
224;29.356;CF;La Chaux-de-Fonds;Mittelperron;5/6;5;160.02;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;SBB;35323562;47.0990204701, 6.82692675291;47.0981049212,6.82530032435;8504314;http://lod.opentransportdata.swiss/didok/8504314
224;29.356;CF;La Chaux-de-Fonds;Mittelperron;3/4;3 / 4;38.73;P 25;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;SBB;35355572;47.099075419, 6.8268605234;47.0992954466,6.82725608981;8504314;http://lod.opentransportdata.swiss/didok/8504314
224;29.517;CF;La Chaux-de-Fonds;Mittelperron;5/6;6;36.53;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35339472;47.0980454384, 6.82536297065;47.0978354985,6.82499293912;8504314;http://lod.opentransportdata.swiss/didok/8504314
224;37.01;LOC;Le Locle;Hausperron;1;1;232.04;P 20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;SBB;35355997;47.0582032637, 6.74672103822;47.0570748102,6.74415400673;8504316;http://lod.opentransportdata.swiss/didok/8504316
225;39.059;FRIN;Frinvillier-Taubenloch;Hausperron;1;1;56.64;P 35;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;SBB;35357661;47.1691971626, 7.2580861377;47.1694693377,7.25745596753;8504301;http://lod.opentransportdata.swiss/didok/8504301
225;43.679;LHE;La Heutte;Hausperron;1;1;130.54;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35344773;47.1895196479, 7.22546903234;47.1895969384,7.22375033877;8504303;http://lod.opentransportdata.swiss/didok/8504303
225;48.235;SCB;Sonceboz-Sombeval;Dienstperron;3;3;115.19;P 25;;nicht vorhanden;konstant;Andere;Bois;Holzschwellen;;Kein;SBB;35362749;47.1950374048, 7.16941293016;47.1948610246,7.16791513863;8504304;http://lod.opentransportdata.swiss/didok/8504304
225;57.59;CORM;Cormoret;Aussenperron;1;1;134.46;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35330564;47.1731404881, 7.05465761636;47.1724662324,7.05318522123;8504308;http://lod.opentransportdata.swiss/didok/8504308
225;68.983;RE;Renan BE;Zwischenperron;2;2;111.56;P 20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35319094;47.1260657902, 6.92564039542;47.1254461136,6.92448394125;8504312;http://lod.opentransportdata.swiss/didok/8504312
226;55.086;TA;Tavannes;Zwischenperron;3;3;171.38;P 35;;vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;SBB;35364672;47.2192805362, 7.20082266354;47.22025307,7.20257658207;8500100;http://lod.opentransportdata.swiss/didok/8500100
226;55.086;TA;Tavannes;Zwischenperron;3;3;171.22;P 20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;SBB;35324243;47.2192931197, 7.200809656;47.2202646072,7.20256206108;8500100;http://lod.opentransportdata.swiss/didok/8500100
226;58.095;REC;Reconvilier;Zwischenperron;2;2;137.09;P 25;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;SBB;35321761;47.235344628, 7.22843339489;47.2351181567,7.2266538261;8500101;http://lod.opentransportdata.swiss/didok/8500101
226;60.191;PON;Pontenet;Hausperron;1;1;66.26;P 35;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Gitterrost;SBB;40291045;47.2386692612, 7.25504450457;47.2385586418,7.25590280555;8500135;http://lod.opentransportdata.swiss/didok/8500135
226;61.713;MB;Malleray-Bevilard;Zwischenperron;3;3;170.27;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35311851;47.2389698462, 7.2750062561;47.2385407252,7.27716192204;8500102;http://lod.opentransportdata.swiss/didok/8500102
226;61.752;MB;Malleray-Bevilard;Hausperron;2;2;117.01;P 20;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;SBB;35359518;47.2388505128, 7.27549018285;47.2385366045,7.27696362032;8500102;http://lod.opentransportdata.swiss/didok/8500102
226;67.13;CT;Court;Hilfskante;3;3;139.2;P 25;;nicht vorhanden;konstant;Andere;Goudron;Beton;;Kein;SBB;35312705;47.2408956349, 7.3431587887;47.2403059276,7.34153695606;8500104;http://lod.opentransportdata.swiss/didok/8500104
226;73.194;MOU;Moutier;Mittelperron;4/5;4 / 5;251.64;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35310023;47.2797273478, 7.37878715021;47.2806506631,7.38176114528;8500105;http://lod.opentransportdata.swiss/didok/8500105
226;84.383;DMT;Delemont;Mittelperron;2/3;2;20.03;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35341782;47.3624018299, 7.35297454678;47.3623576186,7.35271755888;8500109;http://lod.opentransportdata.swiss/didok/8500109
226;84.483;DMT;Delemont;Mittelperron;4/5;4;37.27;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;239553175;47.3620524741, 7.35175004046;47.3619636548,7.35127794117;8500109;http://lod.opentransportdata.swiss/didok/8500109
230;94.164;LSB;Liesberg;Dienstperron;2;;55.73;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;SBB;35346439;47.3979318219, 7.43884097536;47.3983703177,7.43919735268;8500111;http://lod.opentransportdata.swiss/didok/8500111
230;100.462;LFN;Laufen;Hausperron;1/2;2;170.38;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35312147;47.4180588642, 7.50227301463;47.4195394317,7.50285554368;8500113;http://lod.opentransportdata.swiss/didok/8500113
230;103.43;ZWG;Zwingen;Hausperron;1;;66.02;<=P20;;nicht vorhanden;konstant;;;;;Kein;SBB;241486491;47.4337744632, 7.53033625508;47.4340783933,7.53108716105;8500114;http://lod.opentransportdata.swiss/didok/8500114
230;108.863;GREL;Grellingen;Aussenperron;3;3;220.26;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35338378;47.4410212595, 7.59100273805;47.44127107,7.59389278891;8500115;http://lod.opentransportdata.swiss/didok/8500115
230;121.003;BSDH;Basel Dreispitz;Aussenperron;1;1;219.98;P 55;;nicht vorhanden;konstant;Fertigelement;32 Stk. spez. Perronelemente;Beton;;Gitterrost;SBB;35361546;47.5366672779, 7.61052109801;47.5381107563,7.60852331119;8500136;http://lod.opentransportdata.swiss/didok/8500136
240;84.766;DMT;Delemont;Hausperron;1;1;18.41;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Andere;SBB;237390524;47.3615430369, 7.34806996067;47.3614803743,7.34784439844;8500109;http://lod.opentransportdata.swiss/didok/8500109
240;84.784;DMT;Delemont;Hausperron;1;1;62.08;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;SBB;237390528;47.3614803743, 7.34784439844;47.3612693272,7.34708360562;8500109;http://lod.opentransportdata.swiss/didok/8500109
240;96.41;GLO;Glovelier;Zwischenperron;1/3;1 / 3;170.57;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35354085;47.3353850668, 7.20922424921;47.3346827445,7.21123060017;8500123;http://lod.opentransportdata.swiss/didok/8500123
240;101.595;SU;St-Ursanne;Hilfskante;2;;125.75;P 25;P 25;vorhanden;konstant;Ortsbeton;;Beton;;Gitterrost;SBB;226600669;47.3674580838, 7.16674979762;47.3677970563,7.16516172895;8500124;http://lod.opentransportdata.swiss/didok/8500124
240;101.628;SU;St-Ursanne;Hausperron;1;1;150.13;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35314826;47.3675921546, 7.16634737607;47.3679376479,7.16442945722;8500124;http://lod.opentransportdata.swiss/didok/8500124
240;107.809;CG;Courgenay;Zwischenperron;1/2;1 / 2;161.12;P 55;;nicht vorhanden;konstant;Fertigelement;;Andere;Pave;Gitterrost;SBB;35365313;47.4052131972, 7.12402045276;47.4062742722,7.12547419269;8500125;http://lod.opentransportdata.swiss/didok/8500125
240;112.834;POR;Porrentruy;Hausperron;1;1;150.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;SBB;35322562;47.4203697787, 7.07999690687;47.4216794852,7.08048378924;8500126;http://lod.opentransportdata.swiss/didok/8500126
240;112.97;POR;Porrentruy;Hausperron;1;1;43.9;P 20;;nicht vorhanden;konstant;Andere;Granite;Naturstein;;Kein;SBB;35363499;47.421729647, 7.08050438955;47.4221124164,7.08064694813;8500126;http://lod.opentransportdata.swiss/didok/8500126
240;117.938;CTM;Courtemaiche;Zwischenperron;3;3;106.18;P 20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Beton;;Kein;SBB;35333555;47.4554654324, 7.05584178583;47.4563147868,7.05519819601;8500127;http://lod.opentransportdata.swiss/didok/8500127
250;12.048;PUI;Puidoux;Hausperron;1;1;151.14;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;SBB;35374201;46.4929885423, 6.7649584487;46.4940977279,6.76609692448;8504012;http://lod.opentransportdata.swiss/didok/8504012
250;20.479;PAL;Palezieux;Hausperron;1;1;317.6;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Beton;SBB;35364893;46.5418003536, 6.83728102886;46.5441515275,6.83946398297;8504014;http://lod.opentransportdata.swiss/didok/8504014
250;24.259;OR;Oron;Aussenperron;2;2;179.61;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35357359;46.5715401288, 6.83688728155;46.57308422,6.83756988949;8504020;http://lod.opentransportdata.swiss/didok/8504020
250;30.41;VD;Vauderens;Hausperron;1;1;150.24;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35359337;46.6207628958, 6.84944461655;46.6218707199,6.85056807082;8504021;http://lod.opentransportdata.swiss/didok/8504021
250;35.668;SIV;Siviriez;Aussenperron;1;1;90.09;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35365806;46.658790512, 6.88505658984;46.6595457574,6.88548325933;8504022;http://lod.opentransportdata.swiss/didok/8504022
250;40.043;ROM;Romont FR;Mittelperron;2/3;2;317.87;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35373997;46.6926906963, 6.91016695431;46.6946281279,6.91321016443;8504023;http://lod.opentransportdata.swiss/didok/8504023
250;40.387;ROM;Romont FR;Hausperron;1;1;84.69;P 25;;nicht vorhanden;nicht konstant;Mauerwerk;;Naturstein;;Kein;SBB;35349136;46.6947737277, 6.91347215871;46.6954454208,6.91398744998;8504023;http://lod.opentransportdata.swiss/didok/8504023
250;49.531;CHE;Chenens;Mittelperron;3/4;4;173.59;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35346859;46.7490687284, 6.99926467776;46.7492434837,7.00151868517;8504025;http://lod.opentransportdata.swiss/didok/8504025
250;57.606;ROS;Rose;Mittelperron;3/4;3;18.03;<=P20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35331036;46.7826527512, 7.06293429857;46.7826827071,7.06316633239;8504028;http://lod.opentransportdata.swiss/didok/8504028
250;66.131;FRI;Fribourg/Freiburg;Mittelperron;2/3;2;6.74;P 42;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35373499;46.804292313, 7.15175713299;46.8043454571,7.15179958238;8504100;http://lod.opentransportdata.swiss/didok/8504100
250;67.366;FRPO;Fribourg/Freiburg Poya;Aussenperron;2;2;220.93;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;149294504;46.8147236472, 7.15573673965;46.8163951532,7.15730269641;8519133;http://lod.opentransportdata.swiss/didok/8519133
250;72.185;DUED;Dudingen;Hausperron;1;1;215.65;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;135193758;46.8508685311, 7.18947947879;46.8522854536,7.19140657786;8504101;http://lod.opentransportdata.swiss/didok/8504101
250;84.227;FLM;Flamatt;Hausperron;1;1;219.99;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;267799274;46.8881769006, 7.32151532824;46.8886009976,7.31869674332;8504103;http://lod.opentransportdata.swiss/didok/8504103
250;89.492;OWA;Oberwangen;Aussenperron;2;2;176.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35351862;46.9155794295, 7.36277779648;46.9140935225,7.36197378659;8504117;http://lod.opentransportdata.swiss/didok/8504117
250;91.19;NWA;Niederwangen;Aussenperron;2;2;25.53;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35336868;46.9264750776, 7.37780742862;46.9266298207,7.37805509525;8504105;http://lod.opentransportdata.swiss/didok/8504105
250;93.095;BNBS;Bern Bumpliz Sud;Aussenperron;2;2;33.52;P 25;;nicht vorhanden;nicht konstant;Ortsbeton;;Naturstein;;Kein;SBB;35372607;46.9380125601, 7.39631564012;46.9382162615,7.3966401494;8504106;http://lod.opentransportdata.swiss/didok/8504106
250;96.779;BN;Bern;Mittelperron;1/2;1;175.19;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35370370;46.9478374914, 7.43490732606;46.948191737,7.43714901107;8507000;http://lod.opentransportdata.swiss/didok/8507000
250;96.842;BN;Bern;Mittelperron;49/50;9;346.19;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;242289349;46.9484393823, 7.43553017093;46.948248805,7.43102096398;8507000;http://lod.opentransportdata.swiss/didok/8507000
250;96.906;BN;Bern;Mittelperron;9/10;9;43.25;P 35;;nicht vorhanden;konstant;;;;;;SBB;242289342;46.9486137343, 7.43632714209;46.9487306227,7.4368666775;8507000;http://lod.opentransportdata.swiss/didok/8507000
250;96.95;BN;Bern;Mittelperron;7/8;7;236.95;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;168287455;46.9485896431, 7.43694201679;46.9479980752,7.43395235785;8507000;http://lod.opentransportdata.swiss/didok/8507000
251;30.459;ECU;Ecublens-Rue;Aussenperron;2;2;160.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;220164846;46.6091116617, 6.81169453356;46.610512148,6.81120337621;8504018;http://lod.opentransportdata.swiss/didok/8504018
251;63.593;DOP;Dompierre FR;Hausperron;1;1;150.19;P 55;;nicht vorhanden;konstant;Andere;;Andere;Element prefabrique;Gitterrost;SBB;35328816;46.8540803855, 6.98465703081;46.8549737397,6.98613434928;8504124;http://lod.opentransportdata.swiss/didok/8504124
251;66.111;DOM;Domdidier;Hausperron;1;1;8.68;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;267189054;46.8681291705, 7.01051458747;46.8681755619,7.01060620023;8504125;http://lod.opentransportdata.swiss/didok/8504125
251;66.23;DOM;Domdidier;Hausperron;1;1;6.84;P 20;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;SBB;267189069;46.8687620744, 7.01177088318;46.8687985157,7.01184323083;8504125;http://lod.opentransportdata.swiss/didok/8504125
251;69.061;AV;Avenches;Zwischenperron;2;2;120.54;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35319856;46.884308711, 7.04029713359;46.8850608472,7.04143629339;8504126;http://lod.opentransportdata.swiss/didok/8504126
251;72.779;FG;Faoug;Aussenperron;1;;48.65;<=P20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35324989;46.9081653318, 7.07426822938;46.9083772096,7.07482697263;8504127;http://lod.opentransportdata.swiss/didok/8504127
251;72.827;FG;Faoug;Aussenperron;1;;17.5;Andere;P 05;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35365368;46.9083772096, 7.07482697263;46.9084531869,7.07502818787;8504127;http://lod.opentransportdata.swiss/didok/8504127
251;86.457;KZPP;Kerzers Papiliorama;Aussenperron;1;1;121.1;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35371832;46.9892576522, 7.19905185935;46.9902997501,7.1995154399;8516444;http://lod.opentransportdata.swiss/didok/8516444
251;87.65;FRAE;Fraschels;Aussenperron;1;1;120.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35365295;46.9988650567, 7.20571723421;46.9997683969,7.20658477804;8504401;http://lod.opentransportdata.swiss/didok/8504401
252;23.64;CGY;Cugy FR;Hausperron;1;1;170.21;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;SBB;144302338;46.816035559, 6.88859611251;46.8161614313,6.89081880466;8504133;http://lod.opentransportdata.swiss/didok/8504133
253;35.337;LECH;Lechelles;Hausperron;1;1;170.15;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;150416764;46.8294774729, 7.01048804458;46.8281882336,7.01168751347;8504137;http://lod.opentransportdata.swiss/didok/8504137
253;39.966;GRO;Grolley;Hausperron;1;1;170.12;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;150411116;46.8315916359, 7.0641097589;46.8318893243,7.0662926207;8504138;http://lod.opentransportdata.swiss/didok/8504138
253;46.184;GIV;Givisiez;Zwischenperron;1/2;1;170.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;244069043;46.8167514527, 7.12884623501;46.8168030378,7.13107461118;8504181;http://lod.opentransportdata.swiss/didok/8504181
255;22.049;MRT;Murten/Morat;Mittelperron;2/3;2;75.94;P 30;;nicht vorhanden;konstant;Fertigelement;;Andere;Element prefabrique;Gitterrost;SBB;35357228;46.924651917, 7.11415277154;46.9250211543,7.11499164638;8504128;http://lod.opentransportdata.swiss/didok/8504128
257;6.346;LPN;Laupen BE;Hausperron;1;1;220.0;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;267799014;46.9009963746, 7.24339008089;46.9015895779,7.24063554976;8504194;http://lod.opentransportdata.swiss/didok/8504194
260;10.192;MUEB;Munchenbuchsee;Hausperron;1;1;53.06;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;124679012;47.021743136, 7.45124778136;47.0219921691,7.45065246896;8504411;http://lod.opentransportdata.swiss/didok/8504411
260;19.781;SUB;Suberg-Grossaffoltern;Aussenperron;4;4;35.99;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;146570146;47.0575359728, 7.33952662838;47.0572184941,7.33961911939;8504413;http://lod.opentransportdata.swiss/didok/8504413
260;23.2;LY;Lyss;Hausperron;1;1;361.45;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Gitterrost;SBB;75331517;47.0749345234, 7.30711317855;47.0779904946,7.30548982546;8504414;http://lod.opentransportdata.swiss/didok/8504414
260;23.249;LY;Lyss;Mittelperron;4/5;4;167.19;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;;SBB;261046479;47.0753934023, 7.30710592114;47.076817731,7.30640112499;8504414;http://lod.opentransportdata.swiss/didok/8504414
